"English"	"OldOrcish"	"ProposedOrcish"
"ingress"	"ik-lag-dak-f27"	"cec-eastdale-bibuk"
"inhale"	"freq100-inhale-623052"	"dca-burz-dornuk"
"inhales"	"ap31-36-inhales-1f0291"	"banti-arden-gio"
"inherently"	"ap21-25-inherently-f0fb6f"	"hrowga-karn-ender"
"inherit"	"freq100-inherit-035300"	"adc-dcd-barrow"
"inheritance"	"freq100-inheritance-40c079"	"burdock-grukhur-fcb-jorun"
"inherited"	"freq100-inherited-46b2e9"	"cbd-grod-kar"
"iniative"	"ap3-iniative-b6e"	"goblini-hush-dravu"
"initial"	"ap21-25-initial-ac1b5c"	"gashi-bibuk-dravku"
"initials"	"freq100-initials-2e594f"	"biti-depth-doku"
"initiate"	"freq100-initiate-d4b1e0"	"gruuli-grimuk-in"
"initiated"	"freq100-initiated-e40c40"	"hekruhi-bant-dca"
"initiates"	"ap31-36-initiates-d15cc3"	"grukhur-disaster-hekruhur"
"inject"	"freq100-inject-e6f2ad"	"heku-issenda-grrtuk"
"injected"	"freq100-injected-c6c331"	"grodin-gruuli-dakuk"
"injection"	"freq100-injection-545a70"	"dakukash-devis-evazhun"
"injured"	"ap3-inzhur-a2c-ash"	"dargur-grodu-jorun"
"injuries"	"freq100-injuries-927d94"	"evazhun-efekt-goblini"
"injury"	"freq100-injury-a945a0"	"gakh-dakuri-grimuk"
"injustice"	"freq100-injustice-6f45ce"	"dokash-dakuri-hrowga"
"ink-stained"	"ap21-25-ink-stained-4c67b3"	"cromm-drav-gruuluk"
"inlaid"	"ap16-20-inlaid-afac9f"	"gashur-goru-great"
"inlay"	"ap16-20-inlay-6b6215"	"devis-dorn"
"inmate"	"freq100-inmate-6f029e"	"dokash-arden-grak"
"inmates"	"freq100-inmates-1c4d82"	"bae-dargu-flitin"
"innate"	"ap16-20-innate-13d4b0"	"arden-hekruhur-grum"
"inner"	"ap26-30-inner-33bf6f"	"brakash-grukh"
"inning"	"freq100-inning-f7419c"	"hrowkin-dakku-goruk"
"innkeeper"	"rukh-dak darg-dravik"	"arandian-gruuluk-ghash"
"innocence"	"shad-inokenke-3f2"	"brukur-brukin-kal"
"input"	"freq100-input-c96c6d"	"groduk-dravin"
"inquired"	"shad-inkwir-e54-ash"	"darguk-cromm-dff"
"inquires"	"ap3-inkwire-2e6i"	"gori-exodore-here"
"inquiry"	"freq100-inquiry-84d746"	"drukhi-hekuk-demetra"
"inquisitors"	"ap26-30-inquisitors-895bff"	"dwarfuk-dff-krubi-gashuri"
"insane"	"freq100-insane-8ea748"	"efekt-gor-depth"
"insanity"	"freq100-insanity-78eb0b"	"drav-hush-bit"
"inscribed"	"ap5-inscrib-65f-ash"	"hekui-karnu-keep"
"inscription"	"ap21-25-inscription-1ae188"	"ashur-hrowgauk-gash-giodon"
"inscriptions"	"ap21-25-inscriptions-1cb3e8"	"bae-grodh-kangstuk-dokash"
"insects"	"freq100-insects-769a2a"	"draku-gashash-cromm"
"insecure"	"freq100-insecure-1d92da"	"bant-flit-hush"
"insensitive"	"freq100-insensitive-c0265a"	"grak-braku-draviki-dravash"
"insert"	"ap4-insert-1e2"	"bantash-brakash-drav"
"inserted"	"ap16-20-inserted-e8dd66"	"hekuk-hrogarai-dwarfi"
"inserts"	"ap16-20-inserts-9bf20a"	"fcb-issenda-bibuk"
"insides"	"freq100-insides-a8e50e"	"gabh-hrowkash-bitu"
"insight"	"ap21-25-insight-e43ba0"	"hekruhi-cromm-grimuk"
"insignificant"	"freq100-insignificant-b3ddfc"	"gio-hrogarai-krizh-cab"
"insistent"	"ap31-36-insistent-30bfdf"	"bitu-grukh-imperial"
"insists"	"ap21-25-insists-0bafe3"	"agh-grak-ka"
"inspect"	"ap21-25-inspect-14a606"	"ardenuk-gog-bibi"
"inspection"	"ap16-20-inspection-3b1957"	"bruk-bibnaki-dravash"
"inspector"	"freq100-inspector-98fe44"	"faf-keep-dedi"
"inspects"	"ap26-30-inspects-61833b"	"dbe-exie-dargin"
"inspiration"	"freq100-inspiration-be2c9c"	"goruk-brukin-goruk-khalash"
"inspire"	"freq100-inspire-1cb650"	"bae-grodu-dokur"
"inspired"	"freq100-inspired-5f0677"	"darguk-ashdak-falsta"
"inspiring"	"freq100-inspiring-e6f751"	"heku-kal-dorn"
"instabilities"	"ap31-36-instabilities-272f9b"	"bibash-burdock-goru-hrowka"
"instability"	"ap31-36-instability-bc962f"	"gorin-forge-dakkin-grukhur"
"install"	"freq100-install-1e142e"	"bantash-bdci-daki"
"installed"	"freq100-installed-a51a6c"	"flitu-bibnakin-efekt"
"instance"	"freq100-instance-5e8c03"	"dargu-fce-bdci"
"instant"	"ap21-25-instant-618dc5"	"dbe-fentrest-hekui"
"instantaneous"	"ap21-25-instantaneous-a2939e"	"flindi-flitin-grak-lagu"
"instantly"	"ap16-20-instantly-cbcf6d"	"grotash-hekmog-elf"
"instead"	"ap4-instead-992"	"falsta-braku-cromm"
"instinctively"	"ap31-36-instinctively-4705c1"	"cbdi-ash-hekruh-brakash"
"instincts"	"ap16-20-instincts-188bca"	"ashi-fcd-hrog"
"instinctual"	"ap16-20-instinctual-10502d"	"arandian-dbe-dakash-dokash"
"institute"	"freq100-institute-3165df"	"brak-draku-imperial"
"institution"	"freq100-institution-822fe3"	"drow-burdock-ka-falstauk"
"instructed"	"shad-instrukt-c1c-ash"	"caves-dravash-kangsin"
"instruction"	"ap21-25-instruction-5a92f6"	"darg-flit-khang-krug"
"instructions"	"ap26-30-instructions-238fa2"	"bbc-fletragi-grodh-goru"
"instructor"	"freq100-instructor-cf2eb8"	"grrtuk-brukur-hek"
"instructs"	"ap31-36-instructs-ad1fc2"	"gashin-bitu-hekruhi"
"instrument"	"ap21-25-instrument-d3e43f"	"gruul-hrowkai-dbe"
"instruments"	"freq100-instruments-17603f"	"ashdak-doku-dbe-demand"
"insufficient"	"ap16-20-insufficient-8cd0af"	"ebb-hekmogi-grukhur-heku"
"insulate"	"ap16-20-insulate-62045c"	"dca-arhk-dravku"
"insulin"	"freq100-insulin-8ac02a"	"dwimmer-grukhur-cromm"
"insult"	"ap4-insult-38d"	"brakuk-helix-hekfa"
"insulted"	"freq100-insulted-93b401"	"exarchuk-grodhi-bbc"
"insulting"	"freq100-insulting-73c2d5"	"dorn-gruul-hrowkin"
"insults"	"freq100-insults-c8ec9b"	"grodui-ik-goru"
"insurance"	"freq100-insurance-64e893"	"dcd-hrowkuk-goblin"
"insured"	"freq100-insured-cfbbd2"	"grrtuk-grotin-hrowka"
"int"	"ap2-int-6da"	"disaster-gorash"
"intact"	"ap16-20-intact-e6d7dd"	"heku-hekuk-imla"
"intake"	"ap21-25-intake-4736bc"	"cbdi-cbdi-heki"
"integrity"	"ap16-20-integrity-78587c"	"drav-deornoth-fentrest"
"intel"	"ap26-30-intel-96eebb"	"exodore-imla"
"intellect"	"freq100-intellect-718b3b"	"doku-fcd-dargin"
"intellectual"	"freq100-intellectual-0ec9f8"	"aproakh-hek-kobold-goblin"
"intend"	"ap31-36-intend-eec4c3"	"hrogarai-gruuluk-hekruhur"
"intended"	"ap21-25-intended-09e886"	"aelves-hrowkuk-gabh"
"intending"	"ap21-25-intending-cbd954"	"grotash-helix-draku"
"intends"	"ap31-36-intends-81f4d5"	"dravur-ka-hrowkin"
"intense"	"ap21-25-intense-d0d092"	"grukh-hekmogi-giodon"
"intensifies"	"ap26-30-intensifies-b914e5"	"gorash-bdci-kaat-grodui"
"intensity"	"ap3-intensiti-d08"	"grukh-exodore-dff"
"intensive"	"freq100-intensive-674541"	"demand-dakuri-dcbi"
"intent"	"ap16-20-intent-282bcb"	"bibi-brukash-hrogar"
"intention"	"thog-lag-575"	"dornuk-ghash-burz"
"intentionally"	"freq100-intentionally-c28207"	"grimuk-exarchuk-bibnak-dug"
"intentions"	"freq100-intentions-c07bef"	"grak-ebb-kelnib"
"intently"	"ap16-20-intently-073380"	"aelf-cab-flindi"
"intercept"	"ap21-25-intercept-2ba9ed"	"bibnakin-gord-keep"
"intercepted"	"freq100-intercepted-22c1a2"	"barrow-grum-grodh-darguk"
"intercepting"	"ap31-36-intercepting-599616"	"dakururi-forge-brakuk-dargash"
"intercom"	"freq100-intercom-c47b61"	"grodh-ebb-drukh"
"intercourse"	"freq100-intercourse-a467a3"	"flitin-drav-grodhi-cbd"
"interest"	"ap16-20-interest-828408"	"drow-exieuk-bibnaki"
"interested"	"ap26-30-interested-a30d5f"	"flit-bantash-dravur"
"interests"	"freq100-interests-8b4c3c"	"eastdale-dargin-dargu"
"interface"	"ap21-25-interface-c796d3"	"grodu-forge-hrowkai"
"interfere"	"freq100-interfere-7a3cf8"	"dravi-crossbow-kobold"
"interference"	"freq100-interference-e3b1f5"	"hekruh-grimuk-khaluk-great"
"interfering"	"freq100-interfering-724f0c"	"dokur-dargur-biti-brand"
"interferring"	"ap16-20-interferring-3e3d19"	"bruku-dak-bruk-flat"
"interior"	"ap26-30-interior-6b6b85"	"devis-draviki-forge"
"intern"	"freq100-intern-fbb5a0"	"hrowkuri-grodin-grimuk"
"international"	"freq100-international-1e3bb8"	"bantash-cromm-hek-grodu"
"internet"	"freq100-internet-3b0fe0"	"bruk-bantin-in"
"internship"	"freq100-internship-aed7e0"	"gashu-hekuk-in"
"interpret"	"ap31-36-interpret-e4bbc6"	"hekruhi-grotin-hekuk"
"interpretation"	"freq100-interpretation-6e0534"	"dok-ash-dakuri-hekmoguk"
"interregnum"	"ap21-25-interregnum-cc9171"	"grotin-flindi-exarchuk-iku"
"interrogate"	"freqrec-interrogate-0458e9"	"aef-deornoth-kar-fa"
"interrogation"	"ap26-30-interrogation-bb56cd"	"gori-demand-hroguk-fcd"
"interrupt"	"ap26-30-interrupt-a2090f"	"flindi-ashur-brak"
"interrupted"	"shad-interupt-a20-ash"	"gruuluk-bbc-hrowkuri-flind"
"interrupting"	"freq100-interrupting-b73b19"	"gog-cromm-bruk-dwarfuk"
"intersection"	"freq100-intersection-6fda74"	"dokash-here-exodore-drukhi"
"interspersed"	"ap31-36-interspersed-6c4c1b"	"dff-dargin-brukin-ecd"
"interstate"	"freq100-interstate-043732"	"aef-cec-dakukash"
"intervals"	"ap31-36-intervals-ec3f30"	"hrog-daki-dakku"
"intervention"	"ap31-36-intervention-77f4c0"	"drath-ka-hekmoguk-hekur"
"interview"	"freq100-interview-025409"	"aba-dcf-bibnakin"
"interviewed"	"freq100-interviewed-e67a47"	"heku-eastdale-deornoth-fentrest"
"interviewing"	"freq100-interviewing-14143a"	"ardenuk-bdci-dargi-brakash"
"interviews"	"freq100-interviews-320dc1"	"brakari-bantash-hekruh"
"intimacy"	"freq100-intimacy-a427b3"	"flitin-brakuk-gruuluk"
"intimidate"	"ap26-30-intimidate-ffa53c"	"imla-goblini-dargu"
"intimidated"	"freq100-intimidated-473431"	"cbdi-caves-dakuk-dcf"
"intimidation"	"ap16-20-intimidation-e37054"	"hekruh-dravur-draku-kangsin"
"intones"	"ap31-36-intones-ed7edb"	"hrogar-elf-ik"
"intricate"	"ap3-intrikate-f9e"	"hrowkuk-hrowk-grotin"
"intrigued"	"ap2-intrigu-d0e-ash"	"goruk-chesire-grimuk"
"intriguing"	"freq100-intriguing-27a37e"	"bibash-giodon-fletragi"
"intro"	"ap21-25-intro-c432b3"	"brakash-grodhi-bibnakin"
"introduce"	"shad-introduke-0fe"	"arandia-imla-exarchuk"
"introduced"	"freq100-introduced-218496"	"bantuk-exieuk-gor"
"introducing"	"freq100-introducing-8d55a4"	"ecd-dedi-grodin-fentrest"
"introduction"	"freq100-introduction-d3db53"	"gruul-hrog-dragonuk-devis"
"intrude"	"freq100-intrude-78777a"	"drav-dwarfi-fcd"
"intruder"	"ap31-36-intruder-aedad4"	"gashu-here-hrowkash"
"intruders"	"ap16-20-intruders-13a46c"	"arden-goblin-efekt"
"intrusion"	"ap26-30-intrusion-1d0390"	"bant-ardenuk-ghash"
"intuition"	"ap21-25-intuition-207dca"	"bantin-efekt-hrog"
"invade"	"freq100-invade-59ab84"	"dakururi-gorin-flow"
"invaded"	"freq100-invaded-b656c9"	"goblini-demand-here"
"invasion"	"freq100-invasion-bb1178"	"gori-barrow-falstauk"
"invent"	"freq100-invent-1e2f4f"	"bantash-burdock-doku"
"invented"	"freq100-invented-80914f"	"dravu-flindi-doku"
"invention"	"freq100-invention-5bebe4"	"dargash-hush-kaag"
"inventor"	"freq100-inventor-78921c"	"drav-flit-bruku"
"inventory"	"ap16-20-inventory-b11a85"	"gentle-bibnakin-forge"
"invest"	"ap26-30-invest-5c417c"	"dargi-dakku-fentrest"
"invested"	"freq100-invested-92bb36"	"evazhun-grotin-dakuruk"
"investigate"	"shad-investigat-29b"	"bibnak-grotash-eastdale-dravi"
"investigated"	"freq100-investigated-dac325"	"hek-gruuli-cbdi-demand"
"investigating"	"freq100-investigating-cc1b12"	"grotin-bibuk-braki-burzuk"
"investigation"	"ap21-25-investigation-57794b"	"dakuru-dwimmer-disaster-kelnib"
"investigations"	"freq100-investigations-d180b9"	"grukhur-ender-hekash-dragonuk"
"investigator"	"freq100-investigator-ea077f"	"helix-ashi-flind-kur"
"investigators"	"freq100-investigators-721997"	"dokur-bibnaki-gorash-dravash"
"investment"	"freq100-investment-f9b21c"	"hrowkuk-grod-bruku"
"investments"	"freq100-investments-6a0632"	"depth-ashdak-dakukash-lagi"
"investors"	"freq100-investors-927f36"	"evazhun-elfi-dakuruk"
"invincible"	"freq100-invincible-efb581"	"hroguk-grodin-flit"
"invitation"	"ap26-30-invitation-a3013c"	"flit-arcturus-dargu"
"invitations"	"freq100-invitations-33cd5e"	"brakash-heki-dravu-dorn"
"invite"	"freq100-invite-5014f9"	"daki-bdci-koboldi"
"invited"	"freq100-invited-307128"	"bitu-drow-chesire"
"invites"	"freq100-invites-8b6242"	"eastdale-dorn-dcd"
"inviting"	"freq100-inviting-ad6c09"	"gashin-dravin-bibnakin"
"invocation"	"ap26-30-invocation-40493f"	"burdock-darg-dbe"
"invoke"	"ap16-20-invoke-e77f5b"	"hekui-elfi-dravin"
"invokes"	"ap26-30-invokes-71dccb"	"doku-hrogar-hrogar"
"involve"	"freq100-involve-873f81"	"dwarf-daki-flit"
"involved"	"ap31-36-involved-ba27ed"	"gord-brakuk-keep"
"involvement"	"freq100-involvement-3fcbbf"	"brukur-hekfa-hekmogi-gruuluk"
"involves"	"freq100-involves-dde593"	"hekfai-hrowkash-goblin"
"involving"	"freq100-involving-fada47"	"hrowkur-here-deornoth"
"inward"	"ap16-20-inward-f6fed0"	"hrowkash-keep-hrowgauk"
"ionized"	"ap31-36-ionized-46a506"	"cbd-goblini-bibi"
"ira"	"freq100-ira-3a96b8"	"brand-forge"
"irene"	"freq100-irene-c30d8b"	"grod-bantash"
"iridescent"	"ap16-20-iridescent-9b1e0d"	"fcb-bitin-bitin"
"iris"	"ap16-20-iris-47612b"	"cbdi-dokur"
"iron-bound"	"ap31-36-iron-bound-ebd54a"	"here-heku-dff"
"iron-clad"	"ap21-25-iron-clad-a8f271"	"gabh-issenda-exarchuk"
"iron-jaws"	"ap26-30-iron-jaws-105144"	"arandian-dca-dedi"
"iron-shod"	"ap16-20-iron-shod-18ae78"	"ashi-goth-falstauk"
"ironic"	"freq100-ironic-4d8dc7"	"crossbow-fentrest-hekur"
"irons"	"shad-iron-04ei"	"hekuk-disaster-grodh"
"irony"	"freq100-irony-e10bb5"	"hekmogi-bae"
"irrational"	"freq100-irrational-2faee3"	"bitin-goth-ka"
"irregular"	"freq100-irregular-550184"	"dakur-arcturus-flow"
"irrelevant"	"freq100-irrelevant-3c8acf"	"brukash-fcb-hrowgai"
"irresistible"	"freq100-irresistible-bd1878"	"goru-bibnak-falstauk-hush"
"irresponsible"	"freq100-irresponsible-4c6bbb"	"cromm-draviki-hekfai-gashuri"
"irritating"	"freq100-irritating-b793ba"	"gog-flitin-hekfa"
"isaac"	"freq100-isaac-1fd622"	"banti-hekui"
"isabel"	"freq100-isabel-eb5094"	"here-dbe-goblini"
"island"	"freq100-island-28cd2c"	"bibi-heki-dak"
"islands"	"shad-island-28ci"	"grow-hekin-flitin"
"isn"	"freq100-isn-aaeb22"	"gash-hush"
"isn't"	"shad-isnt-2dd"	"bit-hekui"
"isolate"	"freq100-isolate-014aad"	"aaei-dargash-grrtuk"
"isolated"	"ap26-30-isolated-afed2f"	"gashur-iku-dakkin"
"isolation"	"freq100-isolation-3624d3"	"brakkin-brakin-hrowkai"
"issue"	"ap3-isue-4a5"	"chesire-dbe"
"issued"	"freq100-issued-c91a3c"	"groduk-bibnakin-dargu"
"issues"	"freq100-issues-02e3fe"	"aba-hrowka-krub"
"it'd"	"ap16-20-itd-4fc650"	"dakash-gurmog"
"it'll"	"dok nar-heku"	"hekui-flitin"
"it’ll"	"ap26-30-itll-c40dec"	"aproakh-iku-gor"
"it's"	"shad-it-2ad-uk"	"bdc-hekin"
"it’s"	"ap16-20-ituk-b89171"	"gor-flindi"
"italian"	"freq100-italian-4c3280"	"cromm-burzuk-flindi"
"itch"	"ap26-30-itch-5f668d"	"darguk-drath"
"itching"	"freq100-itching-440588"	"cab-ash-gash"
"itchy"	"freq100-itchy-29d7c9"	"bibnak-hekuk"
"itself"	"ap5-itself-53d"	"darg-dakku-grrt"
"ivy"	"freq100-ivy-254ac4"	"bdci-dargash"
"j"	"freq100-j-189f40"	"ashi-gashuri"
"ja"	"freq100-ja-3702fc"	"braku-arden"
"jab"	"freq100-jab-f1180a"	"hrowgai-bibnak"
"jack"	"freq100-jack-316111"	"brak-dokur"
"jackal"	"ap21-25-jackal-1b9939"	"ata-gash-dargash"
"jackass"	"freq100-jackass-819837"	"dravur-gakh-dakururi"
"jacked"	"freq100-jacked-f83b59"	"hrowku-cromm-dravik"
"jacket"	"freq100-jacket-554f4d"	"dakur-dargur-dokash"
"jackets"	"freq100-jackets-38b1ed"	"brakuk-grimuk-keep"
"jackie"	"freq100-jackie-ae50ad"	"gashu-dbe-grrtuk"
"jackpot"	"freq100-jackpot-b4fa9c"	"giodon-kar-goruk"
"jacks"	"freq100-jacks-925d02"	"evazhun-dok"
"jackson"	"freq100-jackson-dc355e"	"hekfa-cbd-dravu"
"jacob"	"freq100-jacob-c35d6a"	"grod-dok"
"jacqueline"	"freq100-jacqueline-b31c35"	"gio-bit-dakuru"
"jade"	"ap21-25-jade-5db681"	"dargin-grodu"
"jagged"	"ap16-20-jagged-196367"	"ashuk-dornuk-dwarfuk"
"jaguar"	"freq100-jaguar-fa5bf8"	"hrowkur-dff-kobold"
"jail"	"freq100-jail-7d72fa"	"dravin-drukh"
"jake"	"freq100-jake-cdf30c"	"grow-jorun"
"jam"	"ap31-36-jam-7152e6"	"doku-dcbi"
"jamaica"	"freq100-jamaica-ff63d1"	"imla-dornuk-hrowk"
"james"	"freq100-james-119c9a"	"archon-gashin"
"jammed"	"freq100-jammed-82eecd"	"drow-imla-hroguk"
"jams"	"ap16-20-jams-dc1f03"	"hekfa-bitu"
"jane"	"freq100-jane-81f8f6"	"dravur-kangsin"
"janet"	"freq100-janet-0c0814"	"ak-ashuk"
"jangled"	"shad-zhangl-de4-ash"	"grow-bibnaki-exieuk"
"janitor"	"freq100-janitor-5dbcd1"	"dargin-grow-hrowk"
"january"	"shad-zhanuari-7a6"	"dravi-dravku-forge"
"jap"	"freq100-jap-619bc8"	"dbe-gashi"
"japan"	"freq100-japan-59ae85"	"dakururi-goth"
"japanese"	"freq100-japanese-42e1eb"	"burzi-hrowgauk-karnt"
"jarring"	"ap21-25-jarring-ad97d8"	"gashin-gabh-hrowkur"
"jars"	"ap16-20-jars-d67114"	"gur-drow"
"jasmine"	"freq100-jasmine-6d1c58"	"disaster-bit-dravi"
"jason"	"freq100-jason-06b9a6"	"aeleuk-grot"
"jasper"	"ap31-36-jasper-3721e1"	"braku-brakari-issenda"
"jaunt"	"ap31-36-jaunt-be16f2"	"goruk-bibash"
"jaw"	"ap26-30-jaw-f695e7"	"exodore-hrowkuk-caves"
"jaws"	"freq100-jaws-cc956d"	"grotin-flow"
"jay"	"freq100-jay-bfef4a"	"goth-imlauk"
"jazz"	"freq100-jazz-c301f7"	"grod-arcturus"
"jealous"	"freq100-jealous-b2f5e2"	"ghash-kaag-jorun"
"jealousy"	"freq100-jealousy-5a2456"	"darg-brakin-drav"
"jean"	"freq100-jean-4ff17b"	"dakash-in"
"jeans"	"freq100-jeans-3eb874"	"bruku-groduk"
"jed"	"freq100-jed-53accc"	"dakuk-goru"
"jeep"	"freq100-jeep-d254fa"	"grum-dcf"
"jeez"	"freq100-jeez-edaaec"	"hrogar-gori"
"jeff"	"freq100-jeff-2e0b8d"	"biti-bae"
"jefferson"	"freq100-jefferson-f0413c"	"hrowga-dakku-dargu"
"jekyll"	"freq100-jekyll-ab51ec"	"gashash-dca-karnu"
"jelly"	"freq100-jelly-22d8ec"	"barrow-hekur"
"jemmy"	"ap31-36-jemmy-eccb35"	"hrog-hekfa"
"jen"	"freq100-jen-c24762"	"grimuk-dakuruk"
"jenna"	"freq100-jenna-6e7e2e"	"dok-elf"
"jenny"	"freq100-jenny-239127"	"bbc-flindi"
"jeopardize"	"freq100-jeopardize-01265c"	"aaei-braku-dravku"
"jeopardy"	"freq100-jeopardy-a43456"	"flitin-caves-drav"
"jer"	"freq100-jer-799f85"	"dravash-gashuri"
"jeremiah"	"freq100-jeremiah-89b3d4"	"dwarfuk-grodh-hrowkash"
"jeremy"	"freq100-jeremy-73ecb4"	"dorn-ik-gur"
"jerk"	"ap16-20-jerk-cb835c"	"grotash-exie"
"jerked"	"ap21-25-jerked-c1cb72"	"great-hekfa-exie"
"jerkin"	"ap21-25-jerkin-bdf059"	"goru-imperial-dravik"
"jerking"	"ap21-25-jerking-ffe04d"	"imla-hrowgai-dokash"
"jerks"	"freq100-jerks-efaac5"	"hroguk-gori"
"jerky"	"shad-zherki-4e6"	"dak-doku"
"jerry"	"freq100-jerry-3a5a25"	"dargash-braku-dornuk"
"jersey"	"freq100-jersey-5184a1"	"dakkin-exieuk-grod"
"jerusalem"	"freq100-jerusalem-6807b0"	"demetra-ashi-grum"
"jess"	"freq100-jess-00f2e6"	"aae-issenda"
"jesse"	"freq100-jesse-3f2e23"	"brukur-brukur"
"jester"	"freq100-jester-78a7ed"	"drav-gor-keep"
"jesus"	"freq100-jesus-a54e71"	"flitu-darguk"
"jet"	"freq100-jet-a64f46"	"flow-dargur"
"jets"	"freq100-jets-4b2922"	"colossal-brand"
"jew"	"freq100-jew-4426e5"	"cab-braku"
"jewel"	"ap26-30-jewel-ddc6af"	"grodu-great-efekt"
"jewelers"	"ap31-36-jewelers-e35469"	"hekruh-dcf-eastdale"
"jewellery"	"freq100-jewellery-c3ac08"	"grod-goru-bibnaki"
"jewelry"	"ap16-20-jewelry-d68ebe"	"gur-flat-hekmog"
"jewels"	"freq100-jewels-baed35"	"gord-iku-dakuru"
"jewish"	"freq100-jewish-fa7418"	"hrowkur-dug-brand"
"jews"	"freq100-jews-a9f41d"	"gakh-ka"
"jill"	"freq100-jill-8cf373"	"ebb-jorun"
"jim"	"freq100-jim-484ae2"	"cec-dargash"
"jimbo"	"freq100-jimbo-1a4553"	"ashur-dakuri"
"jimmy"	"freq100-jimmy-930a68"	"exarchuk-ata"
"jin"	"freq100-jin-4e766f"	"dak-dwarf"
"jing"	"freq100-jing-8dd835"	"ecd-hekur"
"jingle"	"freq100-jingle-ed121a"	"hrogar-bbc-brukash"
"jinx"	"freq100-jinx-17e447"	"ashdak-hrowkai"
"jo"	"freq100-jo-c278ec"	"grimuk-dwarfuk"
"joan"	"freq100-joan-d2dae6"	"grum-here"
"job"	"ap31-36-job-5e8c99"	"dargu-fce"
"jobs"	"freq100-jobs-5d9a17"	"dargin-gashash"
"jock"	"freq100-jock-13a0a4"	"arden-gentle"
"jockey"	"freq100-jockey-60f51d"	"dargur-kaag-brukur"
"joe"	"freq100-joe-78675c"	"drav-drav"
"joel"	"freq100-joel-a6761c"	"flow-dwarf"
"joey"	"freq100-joey-fceac3"	"hush-hrowkuri"
"jog"	"freq100-jog-c30b98"	"grod-bae"
"jogging"	"freq100-jogging-4c449d"	"cromm-dakur-goth"
"john"	"freq100-john-96d963"	"exodore-helix"
"johnnie"	"freq100-johnnie-09e9c4"	"aelves-hrowkur-heku"
"johnny"	"freq100-johnny-d808cf"	"gurmogi-ashuk-hrowgai"
"johnson"	"freq100-johnson-2be4e3"	"bibnakin-hrowkai-ka"
"joint"	"ap26-30-joint-f0a613"	"hrowga-gog"
"jointly"	"shad-zhoint-f0a-uk"	"dravin-fcd-imlauk"
"joints"	"ap26-30-joints-bbb2c1"	"gori-grod-hekruh"
"joke"	"freq100-joke-a2fa4c"	"flindi-kar"
"joker"	"freq100-joker-5fc6b6"	"darguk-gurmog"
"jokes"	"freq100-jokes-1b0199"	"ata-arcturus"
"joking"	"freq100-joking-67c282"	"demand-gruul-flitin"
"jolly"	"freq100-jolly-d9780d"	"gurmoguk-dwarfuk"
"jolts"	"ap31-36-jolts-4f1800"	"dakash-bibnak"
"jonah"	"freq100-jonah-b2d60d"	"ghash-hekui"
"jonathan"	"freq100-jonathan-628612"	"dca-fa-braki"
"jones"	"ap21-25-jones-970698"	"fa-ashdak"
"jordan"	"freq100-jordan-136c67"	"arden-dravin-dwarfuk"
"jose"	"freq100-jose-1ec4ed"	"bantash-gruuluk"
"joseph"	"freq100-joseph-7ee811"	"dravku-hrowkuk-brakash"
"josephine"	"freq100-josephine-aec0e7"	"gashu-grukhur-kangsin"
"josh"	"freq100-josh-386a85"	"brakuk-dravik"
"joshua"	"freq100-joshua-fc52fa"	"hush-dcbi-korvin"
"josie"	"freq100-josie-d118e4"	"grukhur-bibnak"
"journalism"	"freq100-journalism-683eb3"	"demetra-dakash-gruuluk"
"journalist"	"freq100-journalist-563773"	"dakuri-cec-exieuk"
"journals"	"ap16-20-journals-fb0fba"	"hrowkuri-bantin-hekfa"
"journey"	"ap2-zhournei-cde"	"grow-hrowkash-dwimmer"
"joy"	"freq100-joy-b11340"	"gentle-bdc"
"joyce"	"freq100-joyce-005195"	"aae-dca"
"jr"	"freq100-jr-f04a21"	"hrowga-dargash"
"juan"	"freq100-juan-ed08c2"	"hrogar-ashuk"
"judah"	"freq100-judah-74a1ef"	"dornuk-ghash"
"judas"	"freq100-judas-f424eb"	"hrowka-brakin"
"jude"	"freq100-jude-0f066c"	"arandia-ashdak"
"judge"	"freq100-judge-10e86c"	"arandian-hrowkuk"
"judged"	"freq100-judged-b5cbb9"	"goblin-hekfa-hekash"
"judgement"	"freq100-judgement-a9c9cc"	"gakh-hek-hrogarai"
"judges"	"freq100-judges-6e9ece"	"dok-gashur-hrowga"
"judging"	"ap31-36-judging-122320"	"arcturus-braki-burzi"
"judgment"	"ap21-25-judgment-251353"	"bdci-bdc-dragonuk"
"judgmental"	"ap31-36-judgmental-a6291d"	"flow-brand-brukur"
"judith"	"freq100-judith-c4c77d"	"grodh-gurmogi-flat"
"judy"	"freq100-judy-71db42"	"doku-hrog"
"jug"	"freq100-jug-44b225"	"cab-grod"
"juice"	"ap26-30-juice-a5ad89"	"flitu-goruk"
"juicy"	"freq100-juicy-5c1710"	"dargi-bibi"
"jukebox"	"freq100-jukebox-4fc683"	"dakash-gurmog-flitu"
"julian"	"freq100-julian-ce0fee"	"grrt-bantin-kelnagak"
"juliet"	"freq100-juliet-bd862c"	"goru-fa-dak"
"julio"	"freq100-julio-901be8"	"elfi-bibuk"
"julius"	"freq100-julius-124c27"	"arcturus-dargin-cee"
"july"	"freq100-july-05c7db"	"aele-gurmogi"
"jumbo"	"freq100-jumbo-57906b"	"dakuru-flind"
"jump"	"ap16-20-jump-6bdaf5"	"devis-here"
"jumped"	"freq100-jumped-f948c4"	"hrowkuk-dakururi-heku"
